('운용관리계약과 자산관리계약은 각각 체결해야 합니까?', 'life')
('여행 중 질병 또는 부상 발생 시 병원 이용이 가능한가요? 비용은 어떻게 되죠?', 'tour')
('호텔 예약시 가족 성인2 소아 2인데 입실 가능한가요?', 'tour')
('선취판매수수료에 대해 현금영수증으로 발급 받을 수 있나요?', 'life')
('타는 냄새가 나요.', 'svc')
('휴일에도 상품을 받을수 있나요?', 'shp')
('휴일에도 상품을 받을수 있나요?', 'shp')
('LG 캠 플러스는 무엇인가요?', 'svc')
('G6 정품 퀵커버에서 사용할 수 있는 기능은 무엇인가요', 'svc')
('은행ATM을 통해서 보험계약대출을 받았는데 어느 지점인지 확인하고 싶습니다', 'life')
('화면 터치가 안되시나요?', 'svc')
('최근 구입한 제품인데 냄새가 나요.', 'svc')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('올해 처음 에어컨을 가동하는데 곰팡이 냄새가 나요. 쾌쾌한 냄새가 나요.', 'svc')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('전원이 저절로 꺼져요.', 'svc')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('주문 시 결제 방식을 무통장입금으로 선택할 경우 입금계좌는 어디에서 확인하나요?', 'shp')
('필터 청소는 어떻게 하나요.', 'svc')
('SD카드(외장메모리) 인식이 안돼요', 'svc')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('무통장 입금계좌를 알고싶습니다.', 'tour')
('휴대폰에서도 LG 360 VR 콘텐츠를 볼 수 있나요?', 'svc')
('상피내암이 무엇인가요 ?', 'life')
('근접센서 기능이 안되나요?', 'svc')
('ATM 이용 시 LG페이로 하루에 이용 가능한 한도는 얼마인가요.', 'svc')
('고지의무 위반에 따른 안내  입니다.', 'life')
('난간에 설치된 실외기 소음이 커졌어요. 실외기가 떨려요.', 'svc')
('배우자·가족들을 종피가 아닌 주피보험자(주된 보험대상자)로 하여 단체보험 가입이 가능합니까?', 'life')
('전화대출시 당사에 본인명의 통장이 등록되어 있어야만 합니까?', 'life')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('스탠드 에어컨 공기청정용 필터 교체 방법', 'svc')
('보험 효력상실 기간 중 종보험대상자(종피보험자)가 사망해도 부활이 가능합니까?', 'life')
('예약인원이 10명이상일때 인터넷상에서 어떻게 예약을 하나요?', 'tour')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('실외기는 눈 / 비를 맞아도 되나요.', 'svc')
('정보성 메일/SMS을 받지 않으려면 어떻게 해야 하나요?', 'shp')
('여권 상 영문 명의 하이픈(-)이나 띄어쓰기 그대로 표기하면 되나요?', 'tour')
('충격으로 실내기/실외기가 파손 됐어요.', 'svc')
('보안메일 열람시 컴퓨터에 설치된 ActiveX 컨트롤을 실행하는 것을 허용하지 않습니다.란 메시지가 보입니다.(보안메일 컨트롤을 실행할 수 없는 경우)', 'life')
('교환 후 처음 받았던 상품을 아직 회수해 가지 않았어요.', 'shp')
('안심클릭서비스에 대해 자세히 알고 싶어요.', 'shp')
('매장에 전시된 모델인데 표시창에 CH05가 떠요.', 'svc')
('해외항공권 구입시 하나투어 마일리지는 얼마나 적립 되나요?', 'tour')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('[난방] 가동 중 멈추고 예열 또는 제상 표시가 나타나요.', 'svc')
('[기타] 항공권 유효 기간은 무엇인가요?', 'tour')
('중간기착지체류가 무엇인가요?', 'tour')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('퇴직연금제도가 도입되면 퇴직보험은 어떻게 됩니까?', 'life')
('MY삼성생명에서 보험료 납입방법을 알려주십시오.', 'life')
('품질보증 제도에 대한 안내입니다.', 'life')
('[인보이스] 인보이스관련 문의 답변', 'tour')
('기업담당자 입니다. 보안카드를 분실 / 보안카드 비밀번호 5회 오류 발생했습니다.', 'life')
('매킨토시 사용자는 안전결제(ISP)서비스를 이용할 수 없나요?', 'shp')
('예약 후 예약한 본인이 아닌 가족이 이용가능한가요?', 'tour')
('사진  음악  동영상을 다른 LG 휴대폰에 빠르게 전송하고 싶어요.(G5 이전 모델)', 'svc')
('타사에 실손의료보험이 중복가입 되어 있습니다. 보험금 청구를 하려고 하는데 당사에만 청구하여도 되나요?', 'life')
('여러가지 상품의 주문 시 묶음배송이 가능한가요?', 'shp')
('국내선 예약 시 좌석이 필요 없는 유아도 예약을 해야하나요?', 'tour')
('삼성생명에서 펀드상품을 가입하고 싶습니다. 모든 영업점에서 펀드 계좌 개설이 가능합니까?', 'life')
('카드할인 요금으로 예약하였는데 다른카드나 현금으로 결제할 수 있나요?', 'tour')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('LTE 모뎀을 사용하고 계신가요.', 'svc')
('휴대폰 발열이 있나요', 'svc')
('출발후 귀국편항공권만 환불가능한가요?', 'tour')
('휴일에도 상품을 받을수 있나요?', 'shp')
('난방 선택이 안돼요.', 'svc')
('수화물 규정을 어떻게 되나요?', 'tour')
('누가 OS 업그레이드  추가된 기능이 궁금해요.', 'svc')
('애완견을 데리고 탑승할 수 있나요?', 'tour')
('LG 캠 플러스 버튼의 기능은 무엇인가요?', 'svc')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('충전기 연결 시 수분이 감지되어 충전 불가 멘트가 떠요.', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('상품을 교환하고 싶어요! 어떻게 하면 되나요?', 'shp')
('변액상품은 이틀후에 지급해 주는데 왜 그런거예요?', 'life')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('신탁이익에 대한 세금은 어떻게 됩니까?', 'life')
('자동건조는 어떤 기능인가요.', 'svc')
('[난방] 실외기에서 물이 떨어져요.연기가 올라와요.', 'svc')
('예약을 하면 바로 확정이 되는건가요?', 'tour')
('대출현황 및 이자납입일 등은 어떻게 확인합니까?', 'life')
('예약 시 출.도착 스케줄은 어느나라 시간인가요?', 'tour')
('홈 화면에서 최근 사용 버튼을 길게 눌러도 메뉴 기능이 안돼요.', 'svc')
('안전결제(ISP)/안심클릭 서비스 신청은 어떻게 하나요?', 'tour')
('Outlook Express를 이용하시는 분 중 보안메일 첨부 화일을 클릭했을 때 OE가 사용자의 메일에서 엑세스를 제거한 안전하지 못한 첨부화일이라는 메시지와 함께 열리지 않습니다.', 'life')
('회원가입을 하는데 이미 가입되어 있다고 합니다.', 'life')
('변액보험 펀드변경은 무엇인가요?', 'life')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('개시가 무엇인가요?', 'tour')
('공항 면세점 이용시간은?', 'tour')
('[요금규정][증빙서류] 학생 요금은 어떻게 적용 받나요?', 'tour')
('공인인증서는 어디서 발급 받나요?', 'life')
('근로자퇴직급여보장법 26조에서는 IRA기업형 도입조건으로 근로자 전원가입을 명시하고 있습니다. 근속 1년 미만 근로자에게도 부담금을 납부해야 하는 건입니까?', 'life')
('휴대폰의 콘텐츠를 케이블 없이 TV에서 볼 수 있나요.', 'svc')
('[투어마일리지][사용문의] 가족합산 투어마일리지 사용이 가능한가요?', 'tour')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('(냉방)실내기에 성에가 껴요.', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('서비스 수수료는 무엇인가요?', 'tour')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('변액보험 펀드를 운용하는 운용사를 알고 싶습니다.', 'life')
('보험금청구는 어떻게 합니까?', 'life')
('할인 렌터카 관련 문의 상담은 어떻게 하나요?', 'tour')
('[기타] 유효기간은 연장할 수 있나요?', 'tour')
('MY삼성생명 이용 시 페이지 오류 등이 나오면서 화면이 진행되지 않습니다.', 'life')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('특별계정이란 무엇이며  왜 퇴직보험은 특별계정으로 운영해야 합니까?', 'life')
('[냉방] 실외기가 돌아가지 않아요. 실외기가 늦게 돌아가요.', 'svc')
('휴대폰 침수시 어떻게 해야 하나요.', 'svc')
('표시창에 CH와 61이 번갈아 깜박거려요.(점검코드 CH61)', 'svc')
('과거분까지 퇴직연금제도를 적용하려면 부담이 너무 크지 않습니까?', 'life')
('[결제수정 및 문의] 항공권 결제는 언제 해야 하나요?', 'tour')
('14세 미만 미성년자도 회원가입을 할 수 있습니까?', 'life')
('원금 보상이 되는 신탁상품이 있습니까?', 'life')
('특정 전화번호만 수신이 되지 않아요.', 'svc')
('취소요청한 상품의 취소 여부는 언제 어디를 통해 확인해 볼 수 있나요?', 'shp')
('제 통장에서 가족계약건 인출되는데 별도로 입금안내를 해줍니까?', 'life')
('펀드계좌 개설후에 인터넷으로 새로운 펀드를 가입하려면 어떻게 해야하나요?', 'life')
('마일리지 적립이 안되었는데 어떻게 하나요?', 'tour')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('변액보험의 적립금이나 적립금 수익률  펀드 변경 절차 등이 궁금합니다', 'life')
('화면 터치가 안되시나요?', 'svc')
('LG 프렌즈 카메라로 촬영한 사진을 휴대폰에서 편리하게 확인 가능합니다.', 'svc')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('보안 프로그램 설치 중 화면이 멈추거나 오류가 발생했습니다.', 'life')
('[유럽] 내게 딱 맞는 배낭여행을 찾고싶다면?', 'tour')
('[결제시한] 항공권 결제시한이 변경되어서 결제해달라고 문자가 왔는데 결제요청이 안되요', 'tour')
('[중동] 한국 음식을 가져가도 되나요?', 'tour')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('[기타] 세금계산서 발행이 가능 한가요?', 'tour')
('변액보험 펀드변경은 왜 하나요?', 'life')
('F700(G5) SMS 문자 수신 안 되는 현상', 'svc')
('실외기는 눈 / 비를 맞아도 되나요.', 'svc')
('실외기가 돌아가지 않아요. 실외기가 늦게 돌아가요.', 'svc')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('임산부는 비행기를 탈 수 있을까요?', 'tour')
('항공권 예약을 했는데 다른 사람 이름으로 변경 가능한가요?', 'tour')
('예약완료인데 예약이 확정인가요?', 'tour')
('필터 청소는 어떻게 하나요.', 'svc')
('비밀번호(생년월일) 입력 후 화면이 정지된 상태로 멈춰있습니다.', 'life')
('예약한 호텔 무선인터넷 가능한가요?', 'tour')
('금융시장 환경이 안 좋아지는데요  변액보험을 해약하는게 맞나요?', 'life')
('대출금리에는 어떤 것들이 있습니까?', 'life')
('[현금영수증 및 카드영수증] 항공권 구입 후 현금영수증 발급이 가능한가요?', 'tour')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('보험관련 안내장 우편물 수령지를 변경하고 싶습니다.', 'life')
('5인 미만 사업장에는 언제부터 퇴직연금제도가 적용됩니까?', 'life')
('청구서상 수익자란에 퇴직자 서명을 반드시 받아야합니까?', 'life')
('화상으로 썬크림  보습제 등 화장품을 처방받았습니다. 실손보장이 가능한가요?', 'life')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('에어컨 가동 중 부딪히는 소음이 나요.', 'svc')
('에어컨 여름 사용 전 점검 방법이 궁금해요', 'svc')
('윈드 노이즈 필터는 바람 소리만 제거 되는건지요 ?', 'svc')
('에어컨 바닥으로 물이 조금씩 보여요. 물이 고여있어요', 'svc')
('보안메일의 첨부파일을 클릭하면 내용이 안나오고 소스가 보입니다.', 'life')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('LG Hi-Fi Plus는 무엇인가요?', 'svc')
('좌석 배정은 언제 받을 수 있나요?', 'tour')
('홈페이지에 회원가입을 하면 어떤 혜택이 있나요?', 'life')
('회원가입을 하지 않아도 물건을 주문할 수 있나요?', 'shp')
('에어컨 설치 및 철거 신청 비용 확인은 고객지원-설치/철거 예약을 선택해 주세요.', 'svc')
('(난방) 실외기에 성에가 껴요.', 'svc')
('상부 토출구가 열리지 않아요. 닫히지 않아요.', 'svc')
('고지의무란 무엇인가요?', 'life')
('현재 내가 가입한 변액보험 펀드에 어떤 종목이 투자되는지  또는 투자비중은 어떤지 알고 싶습니다.', 'life')
('Outlook 하단에 제한된 사이트로 나옵니다.', 'life')
('지난달과 이번달 이자가 왜 틀리나요?(추가대출고객 중도이자상환고객 CD/ATM 이용고객 등)', 'life')
('가입 후 대출은 언제부터 가능합니까?', 'life')
('확정급여형(DB)제도와 확정기여형(DC)제도 중 어느 제도가 부담금이 더 저렴한가요?', 'life')
('수하물은 몇 kg까지 무료로 제공되나요? 따로 비용이 발생하나요?', 'tour')
('바람이 나오지 않아요.', 'svc')
('결제일에 보험료를 납부하지 않으면 해지(실효) 되는 건가요?', 'life')
('운용방법의 선택과 관련해서 주의해야 할 사항은 무엇입니까?', 'life')
('[냉방] 에어컨에 토출구에서 흰 연기가 나와요. 이슬이 맺혀요.', 'svc')
('(난방) 실외기에 성에가 껴요.', 'svc')
('휴일에도 상품을 받을수 있나요?', 'shp')
('휴일에도 상품을 받을수 있나요?', 'shp')
('(칸/ 위너)필터 청소는 어떻게 하나요.', 'svc')
('운용관리계약을 복수로 체결할 수 있습니까?', 'life')
('취소는 어떻게 해야되나요?', 'tour')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('올해 처음 에어컨을 가동하는데 곰팡이 냄새가 나요. 쾌쾌한 냄새가 나요.', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('T-Money 결제는 어떻게 하는 건가요?', 'shp')
('국내 이동전화를 해외에서 쓸 수 있는 방법은?', 'tour')
('회원가입한 적이 없는데 이미 가입되어 있다고 나옵니다. 어떻게 해야 하나요?', 'shp')
('지급청구시 계좌체크가 너무 오래 걸립니다. 에러 아닙니까?', 'life')
('LG 360 VR을 사용해서 유투브 VR 컨텐츠 재생이 안돼요.', 'svc')
('[지중해&유럽] 환전은 어떻게 얼마나 해야 할까요?', 'tour')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('홈페이지 회원 비밀번호를 찾을 수 없는 경우에는?', 'life')
('두 개의 신용카드로 결제 할수 있나요?', 'tour')
('분기자산운용보고서는 어떻게 받아 볼 수 있나요?', 'life')
('LG 캠 플러스 버튼의 기능은 무엇인가요?', 'svc')
('2011년 이후에도 퇴직보험계약을 유지하고 있으면 적립금은 어떻게 됩니까?', 'life')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('공항에서 호텔로 이동하는 픽업 서비스를 예약하고 싶습니다.', 'tour')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('기록관리(Recordkeeping)는 무엇이며 왜 중요합니까?', 'life')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('여행시기는 언제가 좋을까요?', 'tour')
('장해급여금을 받고 다른 재해로 재해판정을 받게된 경우...?', 'life')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('[설치 후 처음 사용] 표시창에 NO가 떠요.', 'svc')
('하와이도 비자가 필요한가요?', 'tour')
('휴일에도 상품을 받을수 있나요?', 'shp')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('난간에 설치된 실외기 소음이 커졌어요. 실외기가 떨려요.', 'svc')
('보안프로그램 재설치 시 기존에 설치된 보안프로그램 삭제방법을 알고 싶습니다.', 'life')
('삼성생명에서는 펀드 온라인 매매가 가능합니까?', 'life')
('U+ 해외 로밍 서비스는 무엇인가요?', 'svc')
('아동은 추가요금이 있나요?', 'tour')
('만기가 있는 적립식으로 가입한 경우 만기일 이후에는 투자한 금액이 운용이 되지 않나요?', 'life')
('[유럽]분실 또는 도난 당했거나 부분적으로 사용한 패스의 환불이 가능합니까?', 'tour')
('OTG 기능에 대해 알고 싶어요.', 'svc')
('로그인하지 않고 예약 또는 발권할 수 있나요?', 'tour')
('자동이체 인출시 입금안내를 해줍니까?', 'life')
('금융거래회원을 탈퇴하고 싶습니다.', 'life')
('LG페이로 택시에서 결제를 할 수 있나요.', 'svc')
('취소 확인은 어디서 하나요?', 'tour')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('부활보험료를 통장해서 바로 인출할 수 있습니까?', 'life')
('인터파크 티켓에서 로그인이 되지 않아요.', 'shp')
('V35의 Google Lens 기능을 알려주세요.', 'svc')
('배수 호스가 빠졌어요. 찢어졌어요.', 'svc')
('항공사 마일리지 적립위한 회원번호 등록해주세요?', 'tour')
('음성 녹음의 추가된 기능', 'svc')
('호텔바우처첨부 요금은 무엇인가요?', 'tour')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('휴일에도 상품을 받을수 있나요?', 'shp')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('호텔예약을 하고 싶은데 요금이 없네요. 어떻게 하죠?', 'tour')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('보험료 납입을 잠시 중단하고 싶습니다.', 'life')
('스마트 배터리 기능은 무엇인가요?', 'svc')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('여권번호 & 만료기간 수정 및 등록 올바르게 하였는지 확인해주세요?', 'tour')
('출발일시 & 귀국일시 확인해주세요', 'tour')
('배송비를 미리 지불했는데 택배 기사가 또 배송비를 요구하였습니다. 어떻게 해야 하나요?', 'shp')
('상품 검색을 어떻게 해야 하나요?', 'tour')
('전화로도 주문할 수 있나요?', 'shp')
